#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter estimate="false" id="birthRate.t:tree" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.simulated_cognate_data_100" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_s_prior.s:simulated_cognate_data_100" name="distribution">
#            <parameter id="bcov_s.s:simulated_cognate_data_100" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="0.05"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="10.0"/>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:locations" name="distribution">
#            <parameter id="clockRate.c:locations" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="MutationRatePrior.s:simulated_cognate_data_100" name="distribution">
#            <parameter id="mutationRate.s:simulated_cognate_data_100" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <distribution id="rootPrior.locations" spec="beastclassic.math.distributions.MultivariateNormalDistribution">
#            <parameter dimension="2" id="RealParameter.1" name="mean" spec="beast.base.inference.parameter.RealParameter">0.0 0.0</parameter>
#            <parameter dimension="4" id="RealParameter.2" minordimension="2" name="precision" spec="beast.base.inference.parameter.RealParameter">0.001 0.0 0.0 0.001</parameter>
#            <arg id="rootTrait.locations" spec="beastclassic.evolution.tree.RootTrait">
#                <traitmap id="traitmap.s:locations" randomizelower="-90 -180" randomizeupper="90 180" spec="beastclassic.evolution.tree.TreeTraitMap" traitName="location" tree="@Tree.t:tree">
#                    <parameter dimension="78" id="location.locations" minordimension="2" spec="beast.base.inference.parameter.RealParameter">0.0 0.0</parameter>
#                    A=-1.55799117750898 2.0932161824307,
#B=-4.6192935131144 -3.5289116358993,
#C=-3.4440946024333 -0.85963165057088,
#D=-1.91779746764847 0.82677262604131,
#E=2.16956964311309 2.04768879671431,
#F=-3.79971480928995 2.33664432407385,
#G=-1.54754407351415 0.890663731466251,
#H=-3.16808497355772 -1.88808995013073,
#I=0.840366030408329 2.65031699626914,
#J=-3.56991056966065 0.182383293994604,
#K=-1.17268647937626 3.09517417496361,
#L=-1.65284658526243 1.87927827936697,
#M=2.40833585841697 0.827706020167055,
#N=0.113103977373418 0.715736828182364,
#O=0.580651051755693 0.88845081981999,
#P=-4.32525188657051 -2.44973180578092,
#Q=-2.57861834198932 1.87138037224088,
#R=-0.0348062986476573 2.66017361509714,
#S=-3.10329552128726 -1.51918437185924,
#T=-1.72064279792949 1.85585540689245                </traitmap>
#            </arg>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.simulated_cognate_data_100" spec="beast.base.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@simulated_cognate_data_100" excludeto="1" filter="-" id="orgdata.simulated_cognate_data_100" spec="beast.base.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.base.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:simulated_cognate_data_100" mutationRate="@mutationRate.s:simulated_cognate_data_100" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="gammaShape.s:simulated_cognate_data_100" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simulated_cognate_data_100" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="covarion" spec="beast.base.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:simulated_cognate_data_100">
#                    <parameter estimate="false" id="bcov_alpha.s:simulated_cognate_data_100" lower="1.0E-4" name="alpha" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#                    <parameter dimension="2" id="frequencies.s:simulated_cognate_data_100" lower="0.0" name="vfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.95 0.05</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:simulated_cognate_data_100" lower="0.0" name="hfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@simulated_cognate_data_100" estimate="false" id="dummyfrequencies.s:simulated_cognate_data_100" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution id="locationtreeLikelihood.locations" reciprocalRates="true" scaleByTime="true" spec="beastclassic.continuous.SampledMultivariateTraitLikelihood" traitParameter="@location.locations" tree="@Tree.t:tree" useTreeLength="true">
#            <data id="locations" spec="beastclassic.evolution.alignment.AlignmentFromTraitMap" traitMap="@traitmap.s:locations">
#                <userDataType id="LocationDataType.0" spec="beastclassic.evolution.datatype.LocationDataType"/>
#            </data>
#            <siteModel id="geoContSiteModel.s:locations" spec="beast.base.evolution.sitemodel.SiteModel">
#                <substModel id="diffusionModel.s:locations" spec="beastclassic.continuous.MultivariateDiffusionModel">
#                    <parameter dimension="4" estimate="false" id="precisionMatrix.s:locations" minordimension="2" name="precisionMatrix" spec="beast.base.inference.parameter.RealParameter">1.0 0.0 0.0 1.0</parameter>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:locations" id="StrictClock.c:locations" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.simulated_cognate_data_100	Tree.t:tree.height	Tree.t:tree.treeLength	mutationRate.s:simulated_cognate_data_100	bcov_s.s:simulated_cognate_data_100	YuleModel.t:tree	frequencies.s:simulated_cognate_data_100.1	frequencies.s:simulated_cognate_data_100.2	clockRate.c:locations	locationtreeLikelihood.locations.joint	locationtreeLikelihood.locations.data	rateStat.locations.mean	rateStat.locations.variance	rateStat.locations.coefficientOfVariation	rootTrait.locations0	rootTrait.locations1
0	-1.5693894511067584E8	-1.5693874949017027E8	-195.62050558197623	-162.96910615326834	16.096612687404882	174.33148578859186	1.0	0.5	-174.33148578859186	0.95	0.05	1.0	-1.569385865210641E8	-5293833.9642232265	1.0	0.0	0.0	66.48579014552823	125.36098809586497
1000	-38128.35628256435	-38076.04694203311	-52.309340531243706	-161.57633432106786	5.2564808154726395	31.724589542497583	1.0	0.5	-31.72458954249759	0.95	0.05	0.08534119775522096	-37914.470607712035	-19037.712323564912	0.08534119775522098	7.120735578166862E-33	9.887891576942714E-16	63.40709000011648	121.27135257795817
2000	-7557.037334020597	-7512.126324358119	-44.91100966247832	-159.92887724563118	5.137648784192367	24.686061108549172	1.9826038360871783	0.3772940645405415	-24.686061108549172	0.95	0.05	0.025488686909085876	-7352.197447112488	-3739.973011930024	0.025488686909085876	3.0905970391349226E-34	6.897214450636395E-16	56.79091867984763	118.2079264601516
3000	-2673.540183981667	-2639.232238685373	-34.30794529629388	-152.3342405532142	3.995307172909361	15.083057339679833	1.9826038360871783	0.3142404884185986	-15.083057339679833	0.95	0.05	0.013200069328563858	-2486.8979981321586	-1351.0634933800936	0.013200069328563858	4.944955262615876E-35	5.327273222623919E-16	49.6610194445012	114.42045704863528
4000	-1229.7046490513558	-1192.393569357663	-37.31107969369276	-147.1969674448688	5.391395745832333	19.023472044753774	1.9826038360871783	0.27538071884868265	-19.023472044753774	0.95	0.05	0.00715163497703457	-1045.1966019127942	-551.9646301171231	0.007151634977034571	3.78598137294028E-35	8.603673018067879E-16	46.783375756919	108.41398686622485
5000	-485.72056356862515	-451.29829343142234	-34.42227013720284	-145.0552749803448	5.102158725971807	16.61044693080434	1.9826038360871783	0.27538071884868265	-16.61044693080434	0.9504333200171204	0.049566679982879516	0.0025505370308469386	-306.24301845107755	-133.15193447398045	0.002550537030846939	3.090597039134922E-36	6.892702891622666E-16	45.160936950617405	104.64797028181881
6000	-306.3942760467282	-274.6172131920198	-31.777062854708376	-121.80205194714742	6.583831125456501	14.627377562394226	1.1953056828918784	0.3232791521910393	-14.627377562394226	0.9483988292324071	0.05160117076759278	8.715914633631288E-4	-152.81516124487234	-76.87359215381457	8.715914633631288E-4	7.726492597837306E-37	1.0085054011356825E-15	47.14601899213465	100.70469894741171
7000	-316.2607351137173	-287.6276024137092	-28.63313270000812	-113.98575886840337	4.960600287242089	11.406980966875036	1.1953056828918784	0.2847774328067013	-11.406980966875036	0.9483988292324071	0.05160117076759278	5.231508563228267E-4	-173.64184354530585	-92.51604401234582	5.231508563228266E-4	4.829057873648316E-38	4.2005316810714183E-16	46.31437365586909	103.05693188907719
8000	-328.732152259487	-302.03133049741484	-26.700821762072188	-118.81094982368457	4.239764936456534	10.096362441612552	1.1953056828918784	0.2847774328067013	-10.096362441612552	0.9483988292324071	0.05160117076759278	5.457103669276311E-4	-183.2203806737303	-86.11632707246723	5.45710366927631E-4	3.018161171030198E-37	1.0067207254718936E-15	38.93135419260467	100.0335806262498
9000	-341.76992131593954	-312.52700067437775	-29.242920641561795	-124.58642921852598	5.384046274501544	12.554988548126119	1.1953056828918784	0.2847774328067013	-12.554988548126119	0.9483988292324071	0.05160117076759278	7.887392127839447E-4	-187.94057145585174	-86.20165474649176	7.887392127839447E-4	1.9316231494593264E-37	5.572213756704978E-16	39.61993635394609	100.5960922771844
10000	-326.5431077868657	-293.4380790336625	-33.10502875320313	-119.39335661515773	7.462709946452349	16.667285370271124	1.1953056828918784	0.2847774328067013	-16.66728537027112	0.945684188476618	0.05431581152338191	4.610376513666543E-4	-174.0447224185048	-88.98638595426607	4.6103765136665416E-4	4.829057873648316E-38	4.76644746790113E-16	37.25220206389458	99.00105635049546
11000	-323.8666846022478	-298.4319084161617	-25.434776186086058	-116.29842378426332	3.7851287370484403	8.809452182016495	1.1953056828918784	0.2847774328067013	-8.809452182016495	0.9486034744444144	0.05139652555558555	6.769409623076213E-4	-182.1334846318984	-81.02509967489914	6.769409623076213E-4	1.9316231494593264E-37	6.49247679878194E-16	35.48302325924162	101.51380211469979
12000	-343.21788074392265	-314.6513130439679	-28.56656769995478	-118.62628103261628	4.8030562369279295	12.43686672841512	1.1953056828918784	0.2847774328067013	-12.436866728415122	0.9546729766159702	0.04532702338402977	5.953650287627187E-4	-196.02503201135164	-102.73994662495144	5.953650287627187E-4	4.829057873648316E-38	3.6910326267072165E-16	34.4186101793812	96.89277665367167
13000	-316.8298003608482	-290.4726190954863	-26.35718126536188	-123.43832783881939	4.778861319291846	10.835259453292625	0.8595254532856292	0.2847774328067013	-10.835259453292625	0.9570898492602392	0.04291015073976073	5.807084688608443E-4	-167.03429125666693	-80.14013071397207	5.807084688608441E-4	3.018161171030198E-37	9.460477433170791E-16	34.19703366638844	94.06066687729017
14000	-317.31242574633336	-286.6314937677355	-30.680931978597883	-121.68127378214797	6.629388334860364	15.42897096744891	0.8595254532856292	0.2847774328067013	-15.428970967448913	0.9570898492602392	0.04291015073976073	7.246592800439996E-4	-164.9502199855875	-83.76491848075156	7.246592800439998E-4	1.9316231494593264E-37	6.0649516441167915E-16	32.15892054754427	91.88432071010165
15000	-305.61236485883956	-275.1966123971048	-30.415752461734748	-115.27900463265385	6.938269649461814	15.21318195271675	0.8595254532856292	0.2847774328067013	-15.21318195271675	0.9532572204716773	0.04674277952832269	5.321040523607912E-4	-159.9176077644509	-77.96055435893389	5.321040523607912E-4	0.0	0.0	34.86778782876223	90.34589603743248
16000	-310.56822445800844	-281.420913125134	-29.14731133287443	-112.92540015343425	6.230599863376963	14.876786391626954	0.8595254532856292	0.19430413650128245	-14.876786391626956	0.9532572204716773	0.04674277952832269	6.620817605987745E-4	-168.49551297169972	-86.89842514901953	6.620817605987746E-4	1.0865380215708712E-37	4.978641332702519E-16	35.719542904348835	83.56195062694101
17000	-301.50577241695885	-277.1958428424025	-24.30992957455632	-117.5490945094717	4.68630124622736	10.398192500694085	0.8348065422920391	0.19430413650128245	-10.398192500694087	0.9597789698533125	0.04022103014668746	6.922756660109412E-4	-159.64674833293083	-80.56954533147258	6.922756660109413E-4	1.0865380215708712E-37	4.761495717362709E-16	31.952572052371046	81.10674198224409
18000	-285.66919080321424	-259.5378429245594	-26.131347878654818	-106.22407175814888	5.325787215934545	12.127505682463836	0.8348065422920391	0.18388752200955852	-12.127505682463834	0.9447528805401628	0.05524711945983711	6.79567505693265E-4	-153.3137711664105	-79.55836178918584	6.79567505693265E-4	1.207264468412079E-38	1.6168458082187652E-16	35.68409596513612	81.3443299677941
19000	-289.677674236791	-259.68483637178497	-29.992837865006024	-109.94122277494712	7.318402429426197	16.4539939651065	0.8348065422920391	0.18388752200955852	-16.453993965106495	0.9447528805401628	0.05524711945983711	6.781041458608192E-4	-149.74361359683783	-77.81201294777533	6.781041458608191E-4	1.0865380215708712E-37	4.861004963715517E-16	29.88110145971087	77.89337523647286
