#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter estimate="false" id="birthRate.t:tree" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.simulated_cognate_data" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="ClockPrior.c:location" name="distribution">
#            <parameter id="clockRate.c:location" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="MutationRatePrior.s:simulated_cognate_data" name="distribution">
#            <parameter id="mutationRate.s:simulated_cognate_data" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <distribution id="rootPrior.location" spec="beastclassic.math.distributions.MultivariateNormalDistribution">
#            <parameter dimension="2" id="RealParameter.1" name="mean" spec="beast.base.inference.parameter.RealParameter">0.0 0.0</parameter>
#            <parameter dimension="4" id="RealParameter.2" minordimension="2" name="precision" spec="beast.base.inference.parameter.RealParameter">0.001 0.0 0.0 0.001</parameter>
#            <arg id="rootTrait.location" spec="beastclassic.evolution.tree.RootTrait">
#                <traitmap id="traitmap.s:location" randomizelower="-90 -180" randomizeupper="90 180" spec="beastclassic.evolution.tree.TreeTraitMap" traitName="location" tree="@Tree.t:tree">
#                    <parameter dimension="78" id="location.location" minordimension="2" spec="beast.base.inference.parameter.RealParameter">0.0 0.0</parameter>
#                    A=-1.55799117750898 2.0932161824307,
#B=-4.6192935131144 -3.5289116358993,
#C=-3.4440946024333 -0.85963165057088,
#D=-1.91779746764847 0.82677262604131,
#E=2.16956964311309 2.04768879671431,
#F=-3.79971480928995 2.33664432407385,
#G=-1.54754407351415 0.890663731466251,
#H=-3.16808497355772 -1.88808995013073,
#I=0.840366030408329 2.65031699626914,
#J=-3.56991056966065 0.182383293994604,
#K=-1.17268647937626 3.09517417496361,
#L=-1.65284658526243 1.87927827936697,
#M=2.40833585841697 0.827706020167055,
#N=0.113103977373418 0.715736828182364,
#O=0.580651051755693 0.88845081981999,
#P=-4.32525188657051 -2.44973180578092,
#Q=-2.57861834198932 1.87138037224088,
#R=-0.0348062986476573 2.66017361509714,
#S=-3.10329552128726 -1.51918437185924,
#T=-1.72064279792949 1.85585540689245                </traitmap>
#            </arg>
#        </distribution>
#        <prior id="bcov_s_prior.s:simulated_cognate_data" name="distribution">
#            <parameter id="bcov_s.s:simulated_cognate_data" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="0.05"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="10.0"/>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.simulated_cognate_data" spec="beast.base.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@simulated_cognate_data" excludeto="1" filter="-" id="orgdata.simulated_cognate_data" spec="beast.base.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.base.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:simulated_cognate_data" mutationRate="@mutationRate.s:simulated_cognate_data" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="gammaShape.s:simulated_cognate_data" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simulated_cognate_data" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="covarion" spec="beast.base.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:simulated_cognate_data">
#                    <parameter estimate="false" id="bcov_alpha.s:simulated_cognate_data" lower="1.0E-4" name="alpha" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#                    <parameter dimension="2" id="frequencies.s:simulated_cognate_data" lower="0.0" name="vfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.95 0.05</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:simulated_cognate_data" lower="0.0" name="hfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@simulated_cognate_data" estimate="false" id="dummyfrequencies.s:simulated_cognate_data" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution id="locationtreeLikelihood.location" reciprocalRates="true" scaleByTime="true" spec="beastclassic.continuous.SampledMultivariateTraitLikelihood" traitParameter="@location.location" tree="@Tree.t:tree" useTreeLength="true">
#            <data id="location" spec="beastclassic.evolution.alignment.AlignmentFromTraitMap" traitMap="@traitmap.s:location">
#                <userDataType id="LocationDataType.0" spec="beastclassic.evolution.datatype.LocationDataType"/>
#            </data>
#            <siteModel id="geoContSiteModel.s:location" spec="beast.base.evolution.sitemodel.SiteModel">
#                <substModel id="diffusionModel.s:location" spec="beastclassic.continuous.MultivariateDiffusionModel">
#                    <parameter dimension="4" estimate="false" id="precisionMatrix.s:location" minordimension="2" name="precisionMatrix" spec="beast.base.inference.parameter.RealParameter">1.0 0.0 0.0 1.0</parameter>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:location" id="StrictClock.c:location" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.simulated_cognate_data	Tree.t:tree.height	Tree.t:tree.treeLength	mutationRate.s:simulated_cognate_data	YuleModel.t:tree	frequencies.s:simulated_cognate_data.1	frequencies.s:simulated_cognate_data.2	clockRate.c:location	locationtreeLikelihood.location.joint	locationtreeLikelihood.location.data	rateStat.location.mean	rateStat.location.variance	rateStat.location.coefficientOfVariation	rootTrait.location0	rootTrait.location1	bcov_s.s:simulated_cognate_data
0	-2.0013616203973645E8	-2.001359570788985E8	-204.96083796135116	-3243.1998069944652	16.940266485200375	185.41730056372666	1.0	-185.41730056372666	0.95	0.05	1.0	-2.001327138790915E8	-5898449.727862946	1.0	0.0	0.0	45.36737494457486	120.77489029912414	0.5
1000	-23956.47978942528	-23844.912784149292	-111.5670052759881	-3163.7996086606404	24.331345283364957	92.80223933578257	1.0	-92.80223933578256	0.9467858715410458	0.05321412845895414	0.1622894535582526	-20681.113175488652	-11443.30073185691	0.16228945355825258	0.0	0.0	38.989314202002355	116.47773735502703	0.5
2000	-4724.714759860532	-4682.32767479439	-42.38708506614178	-2787.237551485443	9.294617323342294	24.49934721794954	1.0	-24.49934721794955	0.9467858715410458	0.05321412845895414	0.03963437870345675	-1895.090123308947	-971.0565512898853	0.03963437870345675	4.944955262615876E-35	1.7742267741087237E-16	34.41302287622244	110.22212842157933	0.5
3000	-3443.316801204068	-3419.529288787679	-23.787512416388786	-2139.963386901272	2.6742311910721033	6.368529033264734	1.0	-6.368529033264733	0.9467858715410458	0.05321412845895414	0.03709431184052192	-1279.5659018864071	-656.7136165477518	0.037094311840521914	7.911928420185401E-34	7.5828742879138E-16	33.25191656062496	106.25429333524086	0.5
4000	-2368.042594230334	-2342.4673719026814	-25.575222327652767	-2012.2360833184523	3.8787473039370917	8.73547305090199	0.8420773776360675	-8.73547305090199	0.9467858715410458	0.05321412845895414	0.009422952192178811	-330.2312885842292	-179.6114347868115	0.009422952192178808	0.0	0.0	30.527161878391084	103.19426207446975	0.5
5000	-2101.916673668132	-2073.506185502324	-28.410488165807777	-1913.9051588032398	5.299304243192153	11.572638148539617	0.8420773776360675	-11.572638148539617	0.9467858715410458	0.05321412845895414	0.002483296010547407	-159.60102669908446	-88.56296207225662	0.002483296010547407	1.9316231494593264E-37	1.7698347169488384E-16	30.11419949864881	103.29714326656952	0.5
6000	-2045.4540943422041	-2016.814182771354	-28.639911570850153	-1856.848466474942	5.764758070404395	12.32327072946022	0.8420773776360675	-12.32327072946022	0.9467858715410458	0.05321412845895414	6.017329116411373E-4	-159.9657162964121	-74.22301374900134	6.017329116411374E-4	1.207264468412079E-38	1.82598600097366E-16	31.294994968962765	99.66526800274923	0.41358556151625603
7000	-2032.9624536712004	-2001.7922414593068	-31.170212211893624	-1856.7122713099782	7.192329615426992	15.182415093696592	0.8420773776360675	-15.182415093696594	0.9450522855778115	0.054947714422188355	6.983720441166887E-4	-145.0799701493285	-70.69727599505097	6.983720441166889E-4	0.0	0.0	25.813585807214075	97.92095637581886	0.41358556151625603
8000	-2035.4453714963906	-2006.9801515436009	-28.465219952789653	-1850.9628694197177	5.767407108075454	12.45674228931802	0.8420773776360675	-12.45674228931802	0.9450522855778115	0.054947714422188355	6.128943373173415E-4	-156.0172821238832	-74.53357162389142	6.128943373173415E-4	1.9316231494593264E-37	7.170931797419622E-16	24.211349207162055	99.08712517476084	0.3915900952743222
9000	-2023.3202477705308	-1992.9737003684138	-30.346547402117046	-1845.2379264070557	6.845681843685238	14.60121203602916	0.8420773776360675	-14.601212036029162	0.9432993318208762	0.056700668179123635	7.096421807589726E-4	-147.73577396135798	-68.67778989240847	7.096421807589727E-4	4.829057873648316E-38	3.096647585989608E-16	22.07010498698702	96.90755221821333	0.3915900952743222
10000	-2009.2982489806407	-1972.9062710237235	-36.39197795691701	-1845.6477129990626	9.948597887974692	20.689839786436234	0.8420773776360675	-20.68983978643623	0.9432993318208762	0.056700668179123635	8.303163272007819E-4	-127.25855802466086	-58.148514122025325	8.303163272007817E-4	4.829057873648316E-38	2.646595850249114E-16	21.84748811336124	96.51142980489256	0.3915900952743222
11000	-2007.9988351538886	-1976.0850201203289	-31.91381503355988	-1837.6699395075282	7.71414959249383	16.432579865135843	0.8420773776360675	-16.432579865135843	0.9284411320127284	0.07155886798727143	0.0011000807674611606	-138.41508061280078	-58.69078891740136	0.0011000807674611606	0.0	0.0	16.1688473864886	95.96846164506478	0.36825286337552104
12000	-2027.899408883755	-2000.8146544805563	-27.084754403198662	-1840.767943662509	5.235121080584816	11.616308215012833	0.8420773776360675	-11.616308215012833	0.9284411320127284	0.07155886798727143	6.551369993432998E-4	-160.04671081804747	-73.12565850657785	6.551369993432999E-4	0.0	0.0	13.979060331775958	96.17892268107381	0.36825286337552104
13000	-2023.6101436495373	-1994.0431861717086	-29.566957477828794	-1838.5292953460332	6.636435070041559	14.189711729117603	0.8420773776360675	-14.189711729117603	0.9282302449186298	0.07176975508137003	5.470021291978891E-4	-155.51389082567533	-72.45896637748454	5.47002129197889E-4	1.0865380215708712E-37	6.026059941995249E-16	14.43997363562319	95.15716251709398	0.36825286337552104
14000	-2017.738191097694	-1982.4906149690917	-35.24757612860232	-1830.2629410490126	9.257784154421046	19.63713244564965	0.8420773776360675	-19.637132445649648	0.9193689991129285	0.08063100088707137	6.000233523568725E-4	-152.2276739200791	-73.72931590945875	6.000233523568723E-4	1.0865380215708712E-37	5.493565552070397E-16	19.13760369826617	96.76541949515432	0.36825286337552104
15000	-2009.326246773067	-1981.235887175811	-28.09035959725578	-1826.2213467276613	5.809242311127093	12.810866129756858	0.8420773776360675	-12.810866129756857	0.9193689991129285	0.08063100088707137	7.616784947078658E-4	-155.01454044814966	-73.81101831910993	7.616784947078659E-4	3.018161171030198E-37	7.212727421188734E-16	18.105987907514663	93.45313271411584	0.36948238312485315
16000	-2016.3823687938207	-1986.766428782315	-29.615940011505813	-1828.809556128237	6.728892984900164	14.606791999248369	0.8420773776360675	-14.60679199924837	0.9146124212303869	0.08538757876961298	7.021285236121749E-4	-157.95687265407776	-72.82498687664562	7.02128523612175E-4	1.0865380215708712E-37	4.694678407291465E-16	18.073673376843015	90.52052934209702	0.36948238312485315
17000	-2006.392914462375	-1974.0445939582748	-32.348320504100236	-1827.4948549101484	8.019517341231849	17.318914285944217	0.8420773776360675	-17.318914285944224	0.9157536306303983	0.0842463693696016	0.0011476651368863557	-146.54973904812647	-61.54533939024688	0.001147665136886356	0.0	0.0	18.297124670330547	90.6992587748201	0.36948238312485315
18000	-2005.5610441461856	-1978.3988233091984	-27.162220836987117	-1825.6489776579704	5.689361220839352	12.582302449385768	0.8420773776360675	-12.58230244938577	0.9157536306303983	0.0842463693696016	0.001405637858890072	-152.74984565122796	-65.63370796886639	0.0014056378588900727	1.9316231494593264E-37	3.126711097122678E-16	17.57987963357923	85.75029145409904	0.36948238312485315
19000	-2006.9414776981937	-1976.460751740841	-30.48072595735261	-1835.742179255309	7.38326287010595	15.945221606716833	0.8420773776360675	-15.94522160671683	0.9157536306303983	0.0842463693696016	0.0010591225887026064	-140.71857248553184	-62.4218855008574	0.0010591225887026064	4.346152086283485E-37	6.2245251949226065E-16	13.247753745331774	86.01065979962006	0.36948238312485315
