#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.simulated_cognate_data" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:simulated_cognate_data" name="distribution">
#            <parameter id="bcov_alpha.s:simulated_cognate_data" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="bcov_s_prior.s:simulated_cognate_data" name="distribution">
#            <parameter id="bcov_s.s:simulated_cognate_data" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="0.05"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="10.0"/>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.simulated_cognate_data" spec="beast.base.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@simulated_cognate_data" excludeto="1" filter="-" id="orgdata.simulated_cognate_data" spec="beast.base.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.base.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:simulated_cognate_data" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:simulated_cognate_data" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:simulated_cognate_data" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simulated_cognate_data" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:simulated_cognate_data" id="covarion" spec="beast.base.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:simulated_cognate_data">
#                    <parameter dimension="2" id="frequencies.s:simulated_cognate_data" lower="0.0" name="vfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.95 0.05</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:simulated_cognate_data" lower="0.0" name="hfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@simulated_cognate_data" estimate="false" id="dummyfrequencies.s:simulated_cognate_data" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.simulated_cognate_data	Tree.t:tree.height	Tree.t:tree.treeLength	mutationRate.s:simulated_cognate_data	bcov_alpha.s:simulated_cognate_data	bcov_s.s:simulated_cognate_data	YuleModel.t:tree	frequencies.s:simulated_cognate_data.1	frequencies.s:simulated_cognate_data.2	birthRate.t:tree
34000	-1799.6330976446773	-1776.95252721176	-22.680570432917143	-1776.95252721176	2.759192547119969	21.137619739027965	1.0	0.025182687219171666	0.20033024248882086	-21.103927611622147	0.9367800528732455	0.06321994712675454	0.9829283262611785
35000	-1798.5453489283593	-1777.3898926420163	-21.155456286343057	-1777.3898926420163	2.390309611978064	19.300214966808948	1.0	0.03620797062286077	0.20033024248882086	-19.57881346504806	0.9367800528732455	0.06321994712675454	0.8247134087905262
36000	-1802.5695847388206	-1779.517976763902	-23.05160797491853	-1779.517976763902	2.6824342807475356	21.738735118472857	1.0	0.05991212704394305	0.16504611509604522	-21.66254874847226	0.9367800528732455	0.06321994712675454	0.7856999882623265
37000	-1797.8071617724372	-1772.2212295088666	-25.585932263570673	-1772.2212295088666	3.758119743858841	24.712538268426705	1.0	0.05991212704394305	0.16504611509604522	-24.196873037124405	0.9367800528732455	0.06321994712675454	0.8865606419429134
38000	-1793.1427855550587	-1770.2259101874474	-22.916875367611286	-1770.2259101874474	2.4398585387144474	18.928464862581315	1.0	0.05991212704394305	0.16504611509604522	-21.52781614116502	0.9367800528732455	0.06321994712675454	1.6241302727619185
39000	-1794.4596906922523	-1772.588273998111	-21.871416694141413	-1772.588273998111	2.458016383514861	18.56399591749315	1.0	0.05991212704394305	0.16504611509604522	-20.482357467695145	0.9489504282441978	0.05104957175580224	1.555532369634292
40000	-1793.4358858057556	-1777.46168024899	-15.97420555676559	-1777.46168024899	1.7488674835398643	15.027662771346728	1.0	0.05991212704394305	0.16504611509604522	-14.585146330319322	0.9489504282441978	0.05104957175580224	1.1825759138221312
41000	-1793.7764520914257	-1774.0751935141768	-19.70125857724885	-1774.0751935141768	2.5066293928286036	18.318163579415366	1.0	0.05991212704394305	0.16504611509604522	-18.312199350802583	0.939439367341142	0.060560632658858166	1.06473996066146
42000	-1793.2618496496846	-1775.6326955348018	-17.62915411488271	-1775.6326955348018	2.161780333318755	16.341037913091007	1.0	0.05991212704394305	0.16504611509604522	-16.240094888436442	0.9449851741176102	0.05501482588238992	1.288977994579386
43000	-1803.194466197862	-1778.8142826488527	-24.380183549009526	-1778.8142826488527	3.340360377921753	23.077181780171035	1.0	0.040683215335281596	0.19147726770668702	-22.847364241242524	0.9449851741176102	0.05501482588238992	0.9325206543006761
44000	-1801.968188301715	-1778.8662682938775	-23.101920007837375	-1778.8662682938775	2.647373308961935	21.656584243015907	1.0	0.07295723377471701	0.19147726770668702	-21.569100700070372	0.9449851741176102	0.05501482588238992	0.7980652775109109
45000	-1803.729283793474	-1785.9423138241245	-17.786969969349546	-1785.9423138241245	2.1285653070203123	16.00624389501344	1.0	0.07073197849058313	0.19147726770668702	-16.254150661582543	0.9449851741176102	0.05501482588238992	1.4843016160876386
46000	-1799.963744383316	-1777.9881332478863	-21.97561113542979	-1777.9881332478863	2.263432893870185	19.09003293788497	1.0	0.07073197849058313	0.19147726770668702	-20.442791827662788	0.9449851741176102	0.05501482588238992	1.4195489572043478
47000	-1797.841047330053	-1775.751916678381	-22.089130651672058	-1775.751916678381	2.823938541759965	20.249241367606274	1.0	0.040236177077533956	0.19147726770668702	-20.556311343905055	0.9449851741176102	0.05501482588238992	1.1290676056177291
48000	-1794.4109883502072	-1771.768296804651	-22.64269154555615	-1771.768296804651	2.96751510872207	21.254887548986417	1.0	0.040236177077533956	0.1256046091877516	-21.51700814078927	0.9449851741176102	0.05501482588238992	1.086457982742199
49000	-1797.8274601570567	-1775.8632356759667	-21.96422448109003	-1775.8632356759667	2.165520201888924	19.129230424923232	1.0	0.09295059815141671	0.1256046091877516	-20.83854107632315	0.9449851741176102	0.05501482588238992	1.476187899539633
50000	-1786.987710765583	-1770.2042691599975	-16.783441605585406	-1770.2042691599975	1.9561060335373768	15.604329327072222	1.0	0.09295059815141671	0.10819826605331735	-15.80121376445787	0.9485698405836613	0.051430159416338786	1.5320901111462384
51000	-1792.421880648554	-1773.3637283296134	-19.05815231894056	-1773.3637283296134	2.810650767285679	18.222501800308773	1.0	0.12464470921443946	0.041350928718979524	-18.996386148290075	0.9485698405836613	0.051430159416338786	1.3729670589045961
52000	-1788.4647484961968	-1767.5954091951355	-20.869339301061174	-1767.5954091951355	2.47207493300186	19.685127074112355	1.0	0.12464470921443946	0.041350928718979524	-20.807573130410688	0.9485698405836613	0.051430159416338786	1.3382217237784102
53000	-1805.0799374886026	-1780.7423011645544	-24.337636324048145	-1780.7423011645544	4.13318278874848	26.00459521665651	1.0	0.07886708580439011	0.012155983883115517	-25.44184931323637	0.9485698405836613	0.051430159416338786	0.9072051290358318
54000	-1787.336857583249	-1770.502306893185	-16.83455069006392	-1770.502306893185	2.7955581771240583	17.967520635332434	1.0	0.07886708580439011	0.012155983883115517	-17.938763679252148	0.9485698405836613	0.051430159416338786	1.051006903969729
55000	-1795.6262567838107	-1774.0990655665976	-21.527191217213158	-1774.0990655665976	3.0114984247405165	22.950248429239544	1.0	0.08081669094887722	0.012155983883115517	-22.631404206401385	0.9418073954295075	0.058192604570492634	0.8844911022233772
56000	-1790.1854578734224	-1773.3918453170072	-16.79361255641508	-1773.3918453170072	2.461361081853696	18.006333226776917	1.0	0.08081669094887722	0.010308827439431118	-18.054590199913065	0.9418073954295075	0.058192604570492634	0.9640767926536535
57000	-1785.5955643094246	-1766.0065621101783	-19.58900219924633	-1766.0065621101783	2.868534212331449	19.837508428361833	1.0	0.10671342640327627	0.010308827439431118	-20.849979842744315	0.9418073954295075	0.058192604570492634	1.308753358731933
58000	-1790.8815315551935	-1774.2219102821323	-16.659621273061347	-1774.2219102821323	2.115275285102796	17.735643772135298	1.0	0.10671342640327627	0.01309185593233403	-17.693280312089556	0.9418073954295075	0.058192604570492634	1.0855537086632683
59000	-1794.9251661852984	-1771.9500841791628	-22.975082006135537	-1771.9500841791628	3.3655394347621974	23.786100449090394	1.0	0.10671342640327627	0.01309185593233403	-24.008741045163745	0.9418073954295075	0.058192604570492634	0.5960682771714931
60000	-1792.4855461253082	-1772.9213553157704	-19.564190809537862	-1772.9213553157704	2.5738390107580114	20.621199414240674	1.0	0.14847138225963669	0.01309185593233403	-20.59784984856607	0.9418073954295075	0.058192604570492634	0.8613868724629988
61000	-1791.0365357650771	-1771.1604100052762	-19.876125759800914	-1771.1604100052762	3.304002092634446	20.999268221263932	1.0	0.08214280456584948	0.01309185593233403	-20.909784798829122	0.9418073954295075	0.058192604570492634	0.9327088114783485
62000	-1792.8474017102465	-1773.039891527288	-19.80751018295845	-1773.039891527288	2.9474082357537768	20.87763476075644	1.0	0.15516957329366052	0.01309185593233403	-20.841169221986657	0.937799144796915	0.062200855203085166	0.9781211600556032
63000	-1787.6351242671099	-1772.6991750575974	-14.93594920951242	-1772.6991750575974	2.1219426911650547	15.662321029274946	1.0	0.15516957329366052	0.025637123891640374	-15.329905176059533	0.9463479343569381	0.05365206564306202	1.22043616397471
64000	-1786.294485146375	-1768.4356228791462	-17.85886226722884	-1768.4356228791462	2.216123313261792	17.669612547712433	1.0	0.15516957329366052	0.025637123891640374	-18.25281823377595	0.9463479343569381	0.05365206564306202	0.8212458919034608
65000	-1784.601655790276	-1767.8998469967905	-16.701808793485547	-1767.8998469967905	2.1534646315354244	17.28592507116846	1.0	0.15516957329366052	0.02168741257647015	-17.255103686248816	0.9469854607152994	0.05301453928470066	1.020216466574585
66000	-1788.2152476568347	-1769.2616449110874	-18.953602745747357	-1769.2616449110874	2.73546660738027	19.09228939050402	1.0	0.07495616196604193	0.03258460499577018	-19.119055404012357	0.9469854607152994	0.05301453928470066	1.0491560337525683
67000	-1792.7299300663562	-1774.7520513948245	-17.977878671531695	-1774.7520513948245	2.3690578954954162	18.05763444089157	1.0	0.07495616196604193	0.02808160759251323	-18.285070483537773	0.9469854607152994	0.05301453928470066	1.232834334031419
68000	-1786.666966631118	-1772.57429316126	-14.092673469857923	-1772.57429316126	2.121490064333295	13.990795666352598	1.0	0.07495616196604193	0.02808160759251323	-14.399865281863999	0.9590957897225687	0.04090421027743138	1.9031450749561498
