#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter estimate="false" id="birthRate.t:tree" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.simulated_cognate_data_short" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_s_prior.s:simulated_cognate_data_short" name="distribution">
#            <parameter id="bcov_s.s:simulated_cognate_data_short" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="0.05"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="10.0"/>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.simulated_cognate_data_short" spec="beast.base.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@simulated_cognate_data_short" excludeto="1" filter="-" id="orgdata.simulated_cognate_data_short" spec="beast.base.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.base.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:simulated_cognate_data_short" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:simulated_cognate_data_short" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:simulated_cognate_data_short" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simulated_cognate_data_short" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="covarion" spec="beast.base.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:simulated_cognate_data_short">
#                    <parameter estimate="false" id="bcov_alpha.s:simulated_cognate_data_short" lower="1.0E-4" name="alpha" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#                    <parameter dimension="2" id="frequencies.s:simulated_cognate_data_short" lower="0.0" name="vfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.95 0.05</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:simulated_cognate_data_short" lower="0.0" name="hfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@simulated_cognate_data_short" estimate="false" id="dummyfrequencies.s:simulated_cognate_data_short" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.simulated_cognate_data_short	Tree.t:tree.height	Tree.t:tree.treeLength	mutationRate.s:simulated_cognate_data_short	YuleModel.t:tree	frequencies.s:simulated_cognate_data_short.1	frequencies.s:simulated_cognate_data_short.2	bcov_s.s:simulated_cognate_data_short
1762000	-4575.9504581847095	-4572.752184172593	-3.1982740121166082	-4572.752184172593	0.1646372426934728	1.3235570388713052	1.0	-1.3235570388713045	0.8008818484603474	0.19911815153965165	0.2721013557772681
1763000	-4569.163018527354	-4565.896657186234	-3.2663613411207857	-4565.896657186234	0.18879040643017708	1.391644367875482	1.0	-1.391644367875482	0.8008818484603474	0.19911815153965165	0.2721013557772681
1764000	-4566.725525245139	-4563.478062626699	-3.247462618439001	-4563.478062626699	0.18910449693369216	1.3727456451936968	1.0	-1.3727456451936972	0.8008818484603474	0.19911815153965165	0.2721013557772681
1765000	-4572.753757782455	-4569.488767455753	-3.2649903267020646	-4569.488767455753	0.19281064172907014	1.3902733534567604	1.0	-1.390273353456761	0.8008818484603474	0.19911815153965165	0.2721013557772681
1766000	-4569.759830474981	-4566.3460858685485	-3.413744606432581	-4566.3460858685485	0.2029937139578586	1.452534635597402	1.0	-1.452534635597402	0.8094331954702102	0.19056680452978886	0.2972497485938913
1767000	-4568.629562621122	-4565.306498803944	-3.3230638171782783	-4565.306498803944	0.18207993246046583	1.3618538463430985	1.0	-1.3618538463430991	0.8094331954702102	0.19056680452978886	0.2972497485938913
1768000	-4568.002761457442	-4564.532540544722	-3.4702209127195967	-4564.532540544722	0.19277268412408133	1.4081149130918666	1.0	-1.4081149130918669	0.8094331954702102	0.19056680452978886	0.329438836286524
1769000	-4571.614261617133	-4568.095828580053	-3.518433037079231	-4568.095828580053	0.18422490669918481	1.4563270374515016	1.0	-1.4563270374515016	0.8269862076662966	0.17301379233370243	0.329438836286524
1770000	-4585.07055962728	-4581.503028092241	-3.567531535039234	-4581.503028092241	0.17688098760728566	1.5054255354115047	1.0	-1.5054255354115043	0.8269862076662966	0.17301379233370243	0.329438836286524
1771000	-4569.975635152298	-4566.691492100983	-3.28414305131572	-4566.691492100983	0.19098472689899149	1.3934023249447023	1.0	-1.3934023249447025	0.8269862076662966	0.17301379233370243	0.27659886476517026
1772000	-4570.45463543348	-4567.147250574181	-3.3073848592983492	-4567.147250574181	0.19726345321199515	1.4166441329273316	1.0	-1.416644132927332	0.8269862076662966	0.17301379233370243	0.27659886476517026
1773000	-4572.364406404013	-4568.943379930156	-3.421026473856549	-4568.943379930156	0.18845385282780872	1.4352285099828082	1.0	-1.4352285099828082	0.8237413992741378	0.17625860072586125	0.3048012405477322
1774000	-4574.054807675322	-4570.592873217367	-3.4619344579550617	-4570.592873217367	0.189061578565569	1.4761364940813202	1.0	-1.4761364940813206	0.8237413992741378	0.17625860072586125	0.3048012405477322
1775000	-4573.229957931163	-4569.7784085042895	-3.4515494268737754	-4569.7784085042895	0.1992178144316602	1.4657514630000348	1.0	-1.4657514630000346	0.8237413992741378	0.17625860072586125	0.3048012405477322
1776000	-4577.8556318382425	-4574.592686275714	-3.26294556252797	-4574.592686275714	0.15991036580361126	1.3614383947303201	1.0	-1.3614383947303204	0.8140921701095928	0.18590782989040633	0.27966125150962406
1777000	-4574.222365656571	-4570.810066259995	-3.412299396575443	-4570.810066259995	0.19816697223040944	1.5107922287777935	1.0	-1.5107922287777933	0.8067698994633088	0.1932301005366903	0.27966125150962406
1778000	-4568.620022677277	-4565.373852459233	-3.246170218044323	-4565.373852459233	0.1795355431251386	1.344663050246673	1.0	-1.344663050246673	0.8067698994633088	0.1932301005366903	0.27966125150962406
1779000	-4572.901604115836	-4569.6209202329	-3.2806838829357714	-4569.6209202329	0.18029496338599874	1.3791767151381218	1.0	-1.3791767151381213	0.8067698994633088	0.1932301005366903	0.27966125150962406
1780000	-4570.610751665128	-4567.288926750123	-3.3218249150051973	-4567.288926750123	0.19596133558802986	1.4203177472075474	1.0	-1.4203177472075477	0.8067698994633088	0.1932301005366903	0.27966125150962406
1781000	-4576.154248003971	-4572.815830452297	-3.3384175516742065	-4572.815830452297	0.1968231842158946	1.4369103838765558	1.0	-1.4369103838765565	0.8067698994633088	0.1932301005366903	0.27966125150962406
1782000	-4570.467827937215	-4567.250685004264	-3.2171429329505905	-4567.250685004264	0.18636764143830725	1.4373938288179975	1.0	-1.437393828817997	0.8067698994633088	0.1932301005366903	0.2468706016179723
1783000	-4577.243747852285	-4574.224210891103	-3.019536961182406	-4574.224210891103	0.2377110137954892	1.5862060571649226	1.0	-1.5862060571649224	0.8067698994633088	0.1932301005366903	0.17277889429079854
1784000	-4575.41129663778	-4572.489840036905	-2.921456600874542	-4572.489840036905	0.20786128226250505	1.4881256968570586	1.0	-1.4881256968570584	0.8090948952206872	0.1909051047793119	0.17277889429079854
1785000	-4577.852559643458	-4575.022551160999	-2.830008482459858	-4575.022551160999	0.16140556017532945	1.3624394361820686	1.0	-1.3624394361820682	0.8090948952206872	0.1909051047793119	0.17900214343739176
1786000	-4573.292016602851	-4570.361940010149	-2.9300765927021217	-4570.361940010149	0.2022270702801531	1.4625075464243316	1.0	-1.4625075464243318	0.8090948952206872	0.1909051047793119	0.17900214343739176
1787000	-4575.664240827585	-4572.414581141602	-3.249659685982629	-4572.414581141602	0.19058943289028027	1.439500756412779	1.0	-1.439500756412779	0.8043695243575187	0.19563047564248037	0.25469110326685135
1788000	-4576.708003047226	-4573.493736303463	-3.214266743762633	-4573.493736303463	0.18829097361379296	1.404107814192783	1.0	-1.4041078141927827	0.8033756292212032	0.19662437077879594	0.25469110326685135
1789000	-4571.802250552858	-4568.51439407904	-3.2878564738176452	-4568.51439407904	0.1922552497472287	1.4776975442477942	1.0	-1.4776975442477949	0.8033756292212032	0.19662437077879594	0.25469110326685135
1790000	-4578.005670591896	-4574.83662180081	-3.1690487910860456	-4574.83662180081	0.18476626117452166	1.4160991421564462	1.0	-1.416099142156446	0.8033756292212032	0.19662437077879594	0.24017297191737885
1791000	-4567.866088295086	-4564.72851364137	-3.1375746537158005	-4564.72851364137	0.19189094551315064	1.3846250047862008	1.0	-1.3846250047862008	0.8033756292212032	0.19662437077879594	0.24017297191737885
1792000	-4567.45728654426	-4564.278146830215	-3.1791397140452933	-4564.278146830215	0.19010229504902465	1.4261900651156936	1.0	-1.4261900651156936	0.7927321055396088	0.20726789446039032	0.24017297191737885
1793000	-4570.734128640587	-4567.523103765349	-3.2110248752374178	-4567.523103765349	0.19679653838967104	1.458075226307818	1.0	-1.458075226307818	0.7904202208194502	0.2095797791805489	0.24017297191737885
1794000	-4568.613865630696	-4565.532832548202	-3.0810330824936845	-4565.532832548202	0.1742682172259408	1.3280834335640845	1.0	-1.3280834335640843	0.7904202208194502	0.2095797791805489	0.24017297191737885
1795000	-4577.1599622164995	-4574.571071755255	-2.5888904612450463	-4574.571071755255	0.2042757673223688	1.5073233222308855	1.0	-1.5073233222308855	0.7918113688262219	0.20818863117377717	0.11997618229743234
1796000	-4572.548231840706	-4570.058242271334	-2.489989569371578	-4570.058242271334	0.18754677963407518	1.4084224303574167	1.0	-1.4084224303574169	0.7918113688262219	0.20818863117377717	0.11997618229743234
1797000	-4570.774833852466	-4568.009898741661	-2.764935110805107	-4568.009898741661	0.21024984603249655	1.5200500323577406	1.0	-1.5200500323577406	0.7918113688262219	0.20818863117377717	0.14214859085183248
1798000	-4570.2508416727505	-4567.015591983125	-3.235249689625703	-4567.015591983125	0.19278123084836796	1.4542717605436286	1.0	-1.4542717605436286	0.7955028836760085	0.20449711632399065	0.247182032050445
1799000	-4575.985722106026	-4573.1906351686375	-2.795086937387665	-4573.1906351686375	0.1835587391538614	1.4804055399124307	1.0	-1.480405539912431	0.7955028836760085	0.20449711632399065	0.15281378406702004
1800000	-4577.438805456065	-4574.670740909253	-2.7680645468117575	-4574.670740909253	0.222218551849821	1.4533831493365232	1.0	-1.4533831493365232	0.7955028836760085	0.20449711632399065	0.15281378406702004
1801000	-4583.711005066191	-4580.804214863529	-2.9067902026625596	-4580.804214863529	0.21344060279662533	1.5921088051873253	1.0	-1.5921088051873253	0.7955028836760085	0.20449711632399065	0.15281378406702004
1802000	-4574.489740083463	-4571.681892510391	-2.8078475730727677	-4571.681892510391	0.1989304789681367	1.4931661755975345	1.0	-1.4931661755975338	0.7955028836760085	0.20449711632399065	0.15281378406702004
1803000	-4568.54660171243	-4565.794040606651	-2.752561105779442	-4565.794040606651	0.19802391334895808	1.4378797083042079	1.0	-1.4378797083042083	0.7955028836760085	0.20449711632399065	0.15281378406702004
1804000	-4573.565402189165	-4570.772169762966	-2.793232426199485	-4570.772169762966	0.21287776948130155	1.4785510287242511	1.0	-1.4785510287242514	0.7955028836760085	0.20449711632399065	0.15281378406702004
1805000	-4572.410724509309	-4568.872985593763	-3.53773891554627	-4568.872985593763	0.17764710193076622	1.3856802019128842	1.0	-1.385680201912884	0.8012414951927023	0.19875850480729693	0.3609574309042325
1806000	-4579.569251363274	-4576.107004844644	-3.4622465186307076	-4576.107004844644	0.18961960795993718	1.4593865760029225	1.0	-1.4593865760029223	0.7746606818634825	0.22533931813651667	0.3101502380978164
1807000	-4576.402977629892	-4573.0264789894745	-3.376498640417387	-4573.0264789894745	0.18652977346692085	1.3736386977896011	1.0	-1.3736386977896013	0.7746606818634825	0.22533931813651667	0.3101502380978164
1808000	-4582.313617245426	-4579.057470348867	-3.256146896558877	-4579.057470348867	0.15416898410188454	1.253286953931092	1.0	-1.2532869539310918	0.7817890301638998	0.21821096983609942	0.3101502380978164
1809000	-4570.413048706151	-4567.019513324166	-3.3935353819855347	-4567.019513324166	0.17651812324928307	1.390675439357749	1.0	-1.390675439357749	0.7817890301638998	0.21821096983609942	0.3101502380978164
1810000	-4576.885221653709	-4573.539139274416	-3.346082379293266	-4573.539139274416	0.1751178923574021	1.3432224366654801	1.0	-1.3432224366654806	0.7869268122418603	0.21307318775813885	0.3101502380978164
1811000	-4577.31648594636	-4573.762156454436	-3.5543294919239132	-4573.762156454436	0.21678127815344886	1.53950490982501	1.0	-1.5395049098250104	0.797152636576275	0.2028473634237242	0.3139553074532425
1812000	-4575.372553348153	-4572.065145982043	-3.3074073661096506	-4572.065145982043	0.1584891024735662	1.2925827840107473	1.0	-1.2925827840107476	0.815701003961457	0.18429899603854227	0.3139553074532425
1813000	-4570.786037919646	-4567.388922951317	-3.3971149683295683	-4567.388922951317	0.19237967067408443	1.3822903862306655	1.0	-1.3822903862306655	0.815701003961457	0.18429899603854227	0.3139553074532425
1814000	-4575.809432675532	-4572.35554047502	-3.453892200512122	-4572.35554047502	0.18491206600136897	1.4390676184132198	1.0	-1.4390676184132194	0.815701003961457	0.18429899603854227	0.3139553074532425
1815000	-4566.1454006590275	-4562.873588959495	-3.2718116995325586	-4562.873588959495	0.18803128193605417	1.3660308764792535	1.0	-1.3660308764792535	0.815701003961457	0.18429899603854227	0.2808859523199802
1816000	-4571.317566024708	-4567.9953867952645	-3.3221792294437984	-4567.9953867952645	0.1871826771889714	1.4163984063904924	1.0	-1.4163984063904929	0.815701003961457	0.18429899603854227	0.2808859523199802
1817000	-4573.524635413941	-4570.14588152414	-3.3787538898003007	-4570.14588152414	0.19227056662573772	1.4729730667469951	1.0	-1.4729730667469954	0.8028132050341021	0.19718679496589714	0.2808859523199802
1818000	-4580.67770277916	-4577.440342244412	-3.23736053474824	-4577.440342244412	0.18222482852602298	1.3315797116949353	1.0	-1.331579711694935	0.8028132050341021	0.19718679496589714	0.2808859523199802
1819000	-4574.392227525109	-4571.373613610524	-3.018613914584116	-4571.373613610524	0.20398061120348016	1.4828990212931736	1.0	-1.482899021293174	0.8028132050341021	0.19718679496589714	0.19205019529290007
1820000	-4570.680935566017	-4567.206087683943	-3.474847882073446	-4567.206087683943	0.17560213195211155	1.3462093179477201	1.0	-1.3462093179477201	0.8028132050341021	0.19718679496589714	0.3524819442591003
1821000	-4574.4602276961305	-4570.856261694572	-3.603966001558899	-4570.856261694572	0.18482222378793342	1.4753274374331733	1.0	-1.4753274374331733	0.8028132050341021	0.19718679496589714	0.3524819442591003
1822000	-4572.005995028126	-4568.449387262367	-3.5566077657583675	-4568.449387262367	0.18961610668865372	1.4279692016326424	1.0	-1.4279692016326415	0.8028132050341021	0.19718679496589714	0.3524819442591003
1823000	-4569.8861506101075	-4566.364441143833	-3.5217094662749915	-4566.364441143833	0.19671987460654217	1.393070902149265	1.0	-1.3930709021492655	0.8028132050341021	0.19718679496589714	0.3524819442591003
1824000	-4571.273268758721	-4567.724028697101	-3.54924006162015	-4567.724028697101	0.17671270013649798	1.4206014974944248	1.0	-1.4206014974944243	0.8028132050341021	0.19718679496589714	0.3524819442591003
1825000	-4569.778013047781	-4566.314663748635	-3.463349299145989	-4566.314663748635	0.1759697829793238	1.3347107350202634	1.0	-1.3347107350202634	0.8028132050341021	0.19718679496589714	0.3524819442591003
1826000	-4566.6971293886845	-4563.800075353316	-2.897054035368276	-4563.800075353316	0.20988442838672935	1.4584204004878665	1.0	-1.4584204004878665	0.8028132050341021	0.19718679496589714	0.17372864281196493
1827000	-4570.338517769554	-4567.611715157417	-2.7268026121361615	-4567.611715157417	0.20051085848248998	1.4147588538895475	1.0	-1.414758853889547	0.8028132050341021	0.19718679496589714	0.15239678013875277
1828000	-4571.50543785651	-4567.993830576264	-3.511607280245288	-4567.993830576264	0.20395456022552574	1.5220105971293927	1.0	-1.5220105971293925	0.8028132050341021	0.19718679496589714	0.30598436511405747
1829000	-4571.201721067189	-4567.926641080178	-3.275079987010729	-4567.926641080178	0.20597451881338813	1.5022697842050223	1.0	-1.5022697842050219	0.810087446652794	0.18991255334720525	0.2451191875341479
1830000	-4569.156385433703	-4565.968387830908	-3.187997602794515	-4565.968387830908	0.19077042381890125	1.4151873999888072	1.0	-1.4151873999888074	0.810087446652794	0.18991255334720525	0.2451191875341479
1831000	-4571.836879090867	-4568.665305589656	-3.171573501211176	-4568.665305589656	0.20255416396958356	1.3987632984054692	1.0	-1.398763298405469	0.8049065567973608	0.19509344320263836	0.2451191875341479
1832000	-4568.521488221699	-4565.189960315503	-3.331527906195575	-4565.189960315503	0.17499340024031457	1.3876759100014862	1.0	-1.3876759100014864	0.8049065567973608	0.19509344320263836	0.29202831369308946
1833000	-4577.524261458083	-4574.091779457678	-3.4324820004045966	-4574.091779457678	0.20455531117208936	1.4886300042105078	1.0	-1.4886300042105078	0.8049065567973608	0.19509344320263836	0.29202831369308946
1834000	-4574.936249078733	-4571.753632743878	-3.1826163348551213	-4571.753632743878	0.1904717297359506	1.4575041518416552	1.0	-1.457504151841655	0.8049065567973608	0.19509344320263836	0.23340364691425378
1835000	-4570.6709990200725	-4567.245630028196	-3.4253689918773236	-4567.245630028196	0.17109857964305844	1.3066406060548312	1.0	-1.306640606054831	0.8049065567973608	0.19509344320263836	0.3489536252207165
1836000	-4566.403494755811	-4563.347680860252	-3.05581389555915	-4563.347680860252	0.1865927392566846	1.36133992289622	1.0	-1.36133992289622	0.8049065567973608	0.19509344320263836	0.2261684767786361
1837000	-4579.429127751349	-4576.298794446311	-3.1303333050379782	-4576.298794446311	0.2132485314876002	1.5580981775963634	1.0	-1.5580981775963632	0.8049065567973608	0.19509344320263836	0.1994219924873559
1838000	-4573.400959907407	-4570.631679211526	-2.769280695881261	-4570.631679211526	0.1954295481428694	1.3908777717630836	1.0	-1.3908777717630838	0.8049065567973608	0.19509344320263836	0.16323620732699082
1839000	-4568.813013380447	-4566.140759720723	-2.6722536597242907	-4566.140759720723	0.17998455850507916	1.2938507356061135	1.0	-1.2938507356061135	0.8049065567973608	0.19509344320263836	0.16323620732699082
1840000	-4573.254492712358	-4570.35351702684	-2.900975685518465	-4570.35351702684	0.21049950190246275	1.5225727614002877	1.0	-1.522572761400288	0.8049065567973608	0.19509344320263836	0.16323620732699082
1841000	-4569.570692549527	-4566.765005912103	-2.805686637423531	-4566.765005912103	0.20309056587773203	1.427283713305354	1.0	-1.427283713305354	0.8049065567973608	0.19509344320263836	0.16323620732699082
1842000	-4570.46304731162	-4567.362721472402	-3.1003258392185122	-4567.362721472402	0.21766111451096967	1.5074845502170697	1.0	-1.5074845502170697	0.8049065567973608	0.19509344320263836	0.2037030315307384
1843000	-4573.227880774504	-4570.198563882986	-3.029316891518672	-4570.198563882986	0.20850785773262911	1.4364756025172292	1.0	-1.4364756025172294	0.8049065567973608	0.19509344320263836	0.2037030315307384
1844000	-4573.597399836951	-4570.481708635733	-3.1156912012174924	-4570.481708635733	0.20595707090694473	1.52284991221605	1.0	-1.5228499122160497	0.8049065567973608	0.19509344320263836	0.2037030315307384
1845000	-4574.6379897120505	-4571.851716695015	-2.7862730170353043	-4571.851716695015	0.21489831608101767	1.462638065580405	1.0	-1.4626380655804048	0.8248307443091478	0.1751692556908513	0.15423771083302865
1846000	-4576.291962128213	-4573.5021354621385	-2.789826666074118	-4573.5021354621385	0.20022055023222973	1.4661917146192187	1.0	-1.4661917146192183	0.81264947344545	0.1873505265545491	0.15423771083302865
1847000	-4575.316834541093	-4572.48646260212	-2.830371938973425	-4572.48646260212	0.19876103923988894	1.506736987518526	1.0	-1.5067369875185257	0.81264947344545	0.1873505265545491	0.15423771083302865
1848000	-4580.913505651915	-4577.971199290841	-2.9423063610745017	-4577.971199290841	0.23170127207281258	1.6157071809806869	1.0	-1.615707180980687	0.8037551437890637	0.1962448562109354	0.15471199704642927
1849000	-4578.239247269412	-4575.5391027530795	-2.7001445163327062	-4575.5391027530795	0.19481923963134273	1.3735453362388923	1.0	-1.3735453362388919	0.8037551437890637	0.1962448562109354	0.15471199704642927
1850000	-4574.537746782045	-4571.451988837678	-3.085757944367037	-4571.451988837678	0.21410077666943425	1.5522902936229594	1.0	-1.5522902936229597	0.8134481105241135	0.1865518894758856	0.19160540467818862
1851000	-4573.134124597841	-4570.2640313126285	-2.8700932852128	-4570.2640313126285	0.20121539422205326	1.5330798019284737	1.0	-1.5330798019284735	0.8134481105241135	0.1865518894758856	0.15638972460238568
1852000	-4570.681656924782	-4567.762951180191	-2.9187057445919677	-4567.762951180191	0.1848311681149899	1.2987723866059222	1.0	-1.2987723866059224	0.8028362375024929	0.1971637624975062	0.20946868677567212
1853000	-4578.438263998739	-4574.983185130639	-3.4550788680998528	-4574.983185130639	0.20084887634109844	1.5336145710316622	1.0	-1.5336145710316624	0.8028362375024929	0.1971637624975062	0.28542515275937436
1854000	-4567.42192335641	-4564.082588387258	-3.3393349691520857	-4564.082588387258	0.19363446156987	1.4178706720838947	1.0	-1.4178706720838952	0.8028362375024929	0.1971637624975062	0.28542515275937436
1855000	-4573.509600900379	-4570.286799640397	-3.2228012599824494	-4570.286799640397	0.16003128083373597	1.301336962914259	1.0	-1.301336962914259	0.8028362375024929	0.1971637624975062	0.28542515275937436
1856000	-4573.84352448303	-4570.493446742899	-3.3500777401307316	-4570.493446742899	0.1831252574303486	1.4286134430625412	1.0	-1.4286134430625408	0.8028362375024929	0.1971637624975062	0.28542515275937436
1857000	-4570.3611707324335	-4567.021916052616	-3.3392546798180773	-4567.021916052616	0.1870366446965629	1.417790382749887	1.0	-1.4177903827498868	0.8028362375024929	0.1971637624975062	0.28542515275937436
1858000	-4576.3032646283245	-4572.946145408057	-3.3571192202675357	-4572.946145408057	0.18768894838248362	1.4356549231993454	1.0	-1.4356549231993452	0.8028362375024929	0.1971637624975062	0.28542515275937436
1859000	-4569.361439598199	-4566.0554151010565	-3.3060244971424657	-4566.0554151010565	0.20135360733269703	1.4678917991084897	1.0	-1.4678917991084894	0.8020838357075256	0.19791616429247352	0.26209783937115777
1860000	-4576.093380187433	-4572.847814112838	-3.2455660745942634	-4572.847814112838	0.19892473964077362	1.407433376560287	1.0	-1.407433376560287	0.8093682528426857	0.19063174715731349	0.26209783937115777
1861000	-4578.51323801934	-4575.172972212724	-3.3402658066165367	-4575.172972212724	0.21088940085881908	1.5021331085825607	1.0	-1.5021331085825604	0.8093682528426857	0.19063174715731349	0.26209783937115777
1862000	-4566.873129391681	-4563.686361558396	-3.1867678332846485	-4563.686361558396	0.1845195188084145	1.3486351352506725	1.0	-1.3486351352506725	0.8093682528426857	0.19063174715731349	0.26209783937115777
1863000	-4569.461028664387	-4566.130452332783	-3.330576331605169	-4566.130452332783	0.20693143147832366	1.4924436335711928	1.0	-1.4924436335711926	0.8093682528426857	0.19063174715731349	0.26209783937115777
1864000	-4568.482203458008	-4565.120031642903	-3.3621718151049196	-4565.120031642903	0.20360855572887393	1.5240391170709437	1.0	-1.5240391170709437	0.8093682528426857	0.19063174715731349	0.26209783937115777
1865000	-4567.574995595142	-4564.313615025879	-3.2613805692639355	-4564.313615025879	0.18701655260342254	1.423247871229959	1.0	-1.4232478712299592	0.8093682528426857	0.19063174715731349	0.26209783937115777
1866000	-4576.1482151870505	-4572.863709198049	-3.2845059890012855	-4572.863709198049	0.1852615527880904	1.4463732909673102	1.0	-1.4463732909673097	0.783708471162961	0.21629152883703806	0.26209783937115777
1867000	-4567.469149861545	-4564.18267941353	-3.28647044801433	-4564.18267941353	0.1972556094978456	1.448337749980354	1.0	-1.448337749980354	0.783708471162961	0.21629152883703806	0.26209783937115777
1868000	-4570.4051749796	-4567.205035953345	-3.200139026254552	-4567.205035953345	0.1859720466220162	1.362006328220576	1.0	-1.3620063282205759	0.783708471162961	0.21629152883703806	0.26209783937115777
1869000	-4567.381154614823	-4564.271149035731	-3.110005579092365	-4564.271149035731	0.16088636791535468	1.2718728810583892	1.0	-1.2718728810583888	0.783708471162961	0.21629152883703806	0.26209783937115777
1870000	-4571.9708274581635	-4568.6802150415615	-3.29061241660217	-4568.6802150415615	0.18767780530479702	1.4584255195247933	1.0	-1.4584255195247933	0.783708471162961	0.21629152883703806	0.26050620218312176
1871000	-4567.962770776246	-4564.748345706063	-3.21442507018185	-4564.748345706063	0.18569535830875905	1.3822381731044737	1.0	-1.3822381731044737	0.783708471162961	0.21629152883703806	0.26050620218312176
1872000	-4571.964190973049	-4568.693426299609	-3.270764673439529	-4568.693426299609	0.19340867974071618	1.4385777763621523	1.0	-1.4385777763621523	0.783708471162961	0.21629152883703806	0.26050620218312176
1873000	-4573.175709457176	-4570.216659275687	-2.9590501814886974	-4570.216659275687	0.2093065031122781	1.5101836332258314	1.0	-1.5101836332258318	0.8017451196291457	0.1982548803708534	0.17557592920652906
1874000	-4573.379038324563	-4570.564037345241	-2.8150009793229596	-4570.564037345241	0.2018135270026145	1.4980308689624213	1.0	-1.498030868962422	0.8017451196291457	0.1982548803708534	0.15317653347699325
1875000	-4573.137362224228	-4570.483016785931	-2.6543454382969873	-4570.483016785931	0.17807119359481619	1.3373753279364495	1.0	-1.3373753279364498	0.8017451196291457	0.1982548803708534	0.15317653347699325
1876000	-4577.834116902247	-4575.5072133194435	-2.3269035828038227	-4575.5072133194435	0.17583713154920477	1.3487033489384794	1.0	-1.3487033489384794	0.765960360026469	0.23403963997353022	0.10774565438537786
1877000	-4571.462812352878	-4569.165730118627	-2.2970822342517345	-4569.165730118627	0.1793768503014596	1.3188820003863915	1.0	-1.3188820003863913	0.7850320073953684	0.2149679926046308	0.10774565438537786
1878000	-4567.982320196435	-4564.759063126264	-3.2232570701705257	-4564.759063126264	0.1902258764246535	1.4212248923969912	1.0	-1.4212248923969912	0.7850320073953684	0.2149679926046308	0.25257782668591455
1879000	-4576.964346730428	-4573.697482761359	-3.266863969068182	-4573.697482761359	0.19324798029551632	1.464831791294647	1.0	-1.4648317912946474	0.7850320073953684	0.2149679926046308	0.25257782668591455
1880000	-4573.950057097552	-4571.096931735823	-2.8531253617291483	-4571.096931735823	0.1815983738941841	1.4197978639037003	1.0	-1.4197978639037	0.7850320073953684	0.2149679926046308	0.17277828586473779
1881000	-4571.111430505145	-4568.412006052234	-2.699424452911499	-4568.412006052234	0.1637290740215693	1.266096955086051	1.0	-1.2660969550860506	0.7850320073953684	0.2149679926046308	0.17277828586473779
1882000	-4576.300387525668	-4573.358018759917	-2.942368765751059	-4573.358018759917	0.2060949659493189	1.5090412679256109	1.0	-1.5090412679256104	0.7850320073953684	0.2149679926046308	0.17277828586473779
1883000	-4575.307100392941	-4572.386183533053	-2.9209168598886146	-4572.386183533053	0.22614318015758658	1.487589362063166	1.0	-1.487589362063166	0.8002824996837264	0.19971750031627272	0.17277828586473779
